,0,1
436,436,"Worst location in Chicago. I go to chipotle regularly and this location always skimps on portions, try to move faster than their brains work, and don’t know basic manners. How many people does it take to make a burrito bowl? Truly awful"
437,437,"My burrito was all tortilla and they didn’t even put sofritas, don’t get this chipotle"
438,438,Met expectations.  Great service and  clean.  Definitely would go back.
439,439,I love everything here! The burritos and salads are my favorite!!! & there’s always leftovers for later. Thanks for great service.
440,440,Not friendly attitudes. Doesn’t have good customer service. They don’t say thank you. And Food had onions in it I did not order and beans using same utensils
441,441,Last time I came here had the worst experience went on a 6 month boycott finally broke down and came back. Once again the experience was horrible why can they not fill the bottom of the bowl. If that is the correct amount then change the …
442,442,Food was excellent with the exception of the steak being over cooked. The restaurant was clean. The staff was constantly cleaning the floor. They checked to make sure that I was satisfied with my purchase.
443,443,"This particular location is subpar in both service and quality of food. Chipotle in general is good at different locations, except this one! They literally served me and 4 other individuals cold food. When we brought it back to them within …"
444,444,"What's great about this place is their speed, quality and consistency. Few fast food places can come close. They have mastered the good/fast/cheap balance. Now they just need a better line management process so people don't clog the turnstile waiting. The order in advance helps a lot with that."
445,445,Always the skimpiest portions. Like thanks for the 5 shreds of lettuce…
446,446,I am a loyal Chipotle fan & I absolutely LOVE the food. The service is extremely fast. I like to go here because it's fast & affordable. The portion sizes are HUGE and it's enough to feed two people. Love the atmosphere and the music. I'm never disappointed when I come here.
447,447,Great food!!!! Great service… management needs to make sure all employees are working and not on their phones during the rush. Employees should take the phone call off the line!!! No tik toks where customers can see you👎🤦🏾‍♀️ …
448,448,"I love this Chipotle!  Food is always fresh!  Staff is always great, particularly Juanita!  Throughout my pregnancy,  I've been eating Chipotle.  She always checked in on how me and the baby were doing. Made me feel welcomed and special =)"
449,449,"Did an online order & Order was all wrong , they remade it & got it wrong a 2nd time! Chips were stale & guacamole was old. Absolutely won't be back to that location."
450,450,"Love this location, food, and service here. The professionals here are excellent. …"
451,451,"Service was great, but holy sweet Jesus the food was bad. I’ve only been to chipotle a few times before this, and every other time the food has been pretty good. There was a literal TWIG in my burrito. Why? How? I don’t even want to know. …"
452,452,"This place is good, however for someone who used to work for chipotle I don't feel the 13 characteristics. I feel that the some workers there don't even want to be there. No greeting, no enthusiasm.  I get it, probably didn't have a good …"
453,453,"Food was disgusting! chicken extremely salty! Tasted kind of old. employee was very rushy! it was 3:00 in the day, no one was in there... i feel like that is the time where you should be able to provide the best costumer service. I love chipotle, i eat it 3 times a week, but i will never return to this one again."
454,454,"Tried the Chipotle Mexican Grill bowl, double white rice, double chicken, no beans, red salsa, double lettuce, pico de gallo, cheese
and guac. So fresh, clean and delicious. Great interaction with staff. Would highly recommend this Chipotle location."
455,455,"I wold recommend that you come early or later than the lunch hour if you choose to eat here. The line can get very long at noon, stretches out the door. I enjoy eating lunch here because the food is always fresh, and I can get exactly what …"
456,456,"This restaurant receives the highest marks I can give a Chipotle.  There was a huge line when I stopped here for lunch.  However, the staff was FAST and there was less of a wait than others I had been to with shorter lines.  And the food was as good as Chipotle offers.  I wish the whole chain operated this way."
457,457,I don't understand how anyone can think this is good food. Service was fine but the way they make the burrito makes no sense. First off the whole thing is cold- you have to make a burrito and then let it sit on the grill when it's done so …
458,458,"I visit this location about once a week, and it's safe to say that I haven't had a properly wrapped burrito in several months. Another manager needs to come to this location as a secret shopper and see what I'm talking about. I get ripped …"
459,459,Ordering at this Chipotle should be an Olympic sport considering how fast you need to decide on what you want. This is going to sound like a good thing but it’s not. The ordering process is too fast. I don’t even have time to think about …
460,460,I really like chipotle but this location is not patronized well due to staff poor attitude don't come to this location
461,461,Love this place. Very spacious. Plenty of space to sit. Very courteous staff and generous with the portions which I absolutely love! Margaritas are the bomb! My favorite location downtown Chicago. I've never seen it too crowded so I get my food faster than at other locations.
462,462,"My go-to spot for a ""later"" dinner option in my neighborhood when I am too tired too cook and do not want to pay for delivery.  Professional, fast, and good quality. You can regularly see people actually cleaning their kitchen and cooking …"
463,463,"Located across from Union Station this is a great option for quick bite. Their service is good and friendly.
As per the law they will check for vaccination proof."
464,464,This place is horrible. Dirty ... Everyone is unhappy. Never smiling and rude. Most managers aren't serious.. They need to lead by example. They get an attitude when I ask for plain rice. I don't understand. I love the cashier Rihanna she's the best! Fire everyone else
465,465,"This was my first time in Chipotle, They helped me out with my order. The food was very good. This place was clean.  Will definitely start going to Chipotle. Oh, they gave us free large drink for being a first timer!!! Thank you so much!!!"
466,466,My experiences at all chipotles have been wonderful including ones out of the state. This location is one that I have had the most trouble with. I came here once and there were fruit flies all over the place I tried to eat my food …
467,467,The staff was exceptional as always but even more so last night. They close at 9pm. It's 8:54 and they still served us with a smile and gratitude. We know the staff wanted to leave. There was no hesitation on their part. Thank you!
468,468,This is well ran establishment. It's extremely clean and the food was delicious. I came at the end of the night and the quality of food was still great. A man by the name of Kemon James completed my order and he was very professional; his staff as well.
469,469,"One of the best Chipotles in the area! Every once in a while, they will skimp on the meat or rice, but never have a problem adding extra if you ask them. Lines are out the door during lunch hours, but its better than crossing the river for the other location"
470,470,"This location chose me a highly qualified man, for an interview. I knew just by the end of my interview that i would not recieve a call back. The interviewer focused more on my hair than the facts i knew of the restaurant to even consider …"
471,471,Terrible Sevice. I tell them I'm there for a Order. The Lady at Cashier states look to see if it's on Table. I tell her No. Another Gentemen Next to her comes over and Looks. He then states it will be a Few Minutes. 25 Minutes Later I …
472,472,The food is good beac auw you watch them make it but Don't go during rush hour ! They rush to make your food and the customer service is not good. I went during rush hour at 12p and they made my food the way they wanted too  ! I wanted …
473,473,"Picked up our order and observed that the person preparing the food wears his mask below the nose (""Nose slinger""). Chipotle should take better care of enforcement of standards."
474,474,It's Chipotle so the food is generally ok. Provided they wrap your burrito correctly. I don't come here often but I've had a couple disintegrate in my hands. The line gets ridiculous during lunch hour though. I stopped coming here because of that and the ecoli issue.
475,475,"The food is good, the one thing I really don't like is that the portions are never correct.  They always under serve the beans and meat!  They don't fill the spoon all the way.  They are too quick which causes errors."
476,476,"Tasty and consistent fresh food. My favorite: a burrito bowl with brown rice, black beans, carnitas, and guac on top."
477,477,"In June 2018 I visited Chicago and had lunch over here with my nephew, both of us vomited badly. that's first time vomitting in 5 years and I fainted lying down on airplane floor. I consider myself very healthy and I complained to Chipotle …"
478,478,"Fast and friendly service. As expected of Chipotle, the bowls are always good, the Queso and Guacamole are always fresh 😋 …"
479,479,Good service and friendly staff. The place gets really crowded during lunch and the lines are really long. The location seems to be out of key ingredients even during lean hours sometimes making the wait longer.
480,480,"Good food but they work so fast they are very skimpy with everything, my bowl was avouthalf full while other peoples with the same ingredients were much more full. Then they murder it with lettuce, I'd like some chipotle with my lettuce please, otherwise the people are nice."
481,481,"A bit pricier than other Chipotles I've been to, but this place is by far the tastiest. Some Chipotles skimp on portion size, and others are fairly generous. This Chipotle is somewhere between just right and generous."
482,482,"Service was great, food was delicious and ambiance was cute & romantic. The server was very nice, gave us bruschetta while we wait for the food and strawberry panna cotta for dessert (which were both really good). …"
483,483,The staff here was very helpful and customer friendly and the food is good just like other Chipotles that I have been to
484,484,"Good food. Order ahead to skip the long line at lunch time. Their guacamole is okay, but expensive so I buy the individual serving type from my grocery store."
485,485,This place is consistent. Flavors are always as expected. Service is fast and staff is friendly. Chipotle is awesome because it has veggie and vegan options.
486,486,"This location just cannot get the rice right. Been here a bunch and 9/10 times it's too clumpy/moist, horribly over salted, or trash for other reasons. This is always during lunch rush so not like it's been sitting around."
487,487,Rude when I asked for plain tomatoes instead of salsa. No one felt like cutting it it out thru a machine. After talking to the general manager they just gave me a whole tomato instead. My burrito was getting cold as this took almost 10 minutes to sort out.
488,488,"Usually love going to this location, visited 45 minutes before closing time today and they were already locking up the doors and then said they were out of rice and refused to make more. Kinda sucks they’re one of the few open food places in the west side of the loop at this time and definitely the only healthier option."
489,489,"Always love the veggie burrito. The spicy salsa, cilantro rice cannot be replicated anywhere else. The chips and guacamole are also consistent. Hands down best taste for a veggie burrito."
490,490,"This Chipolte is pretty consistent, always a line- but they move you thru the line quickly.  The restaurant is always clean, I do wish they would pay more attention to their ice tea brewing- because in the evenings its always out and they …"
491,491,"We ordered take out from here literally right before they closed, and everything was still prepared really well and with care. Appreciate it!"
492,492,"service was rude and very very very very stingy on what you pay 4, worst chipotle in Chicago ,they give you attitude if you ask for a decent amount of a portion, isn't the whole gimmick is that you get large portions of what you want at …"
493,493,"My fiancé came to visit me in Chicago from Vancouver. On July 23, 2017, before we went to board our train, she ate Chipotle Mexican Grill at the location on 525 W Monroe St L1A, Chicago, IL 60661 and became ill a few hours later. …"
494,494,"Excellent, healthy food. One burrito is perfect for a heavy lunch.
At $10(buritto+soda+taxes), its bit expensive, but considering the high quality meat used-its decent price only."
495,495,"Picked up an online order, only to realize at home that they gave me something completely different. One mess up is okay, but two orders being totally not even close to what I ordered is an issue."
496,496,"I like Chipotle, they don't serve authentic mexican but the amount they serve is totally filling. So worth it. I mostly prefer the rice bowl with chicken and the fried veggies is awesome."
497,497,"Do yourself a favor and walk the extra distance to another location. Employees will touch doors and other objects with the same gloves they handle your food with. They also don’t understand proper portion sizes, especially when you pay for extra."
498,498,"I'm pretty certain Chipotle puts crack in their food - I mean, I don't know how else to explain this addiction I have for their food.  Insane - I try to only go once a week but I'm a weak weak man.  Guac is a must here - get the bowl and have a party....in your mouth"
499,499,"Wasnt really feeling the way the employee handled my order. Very stingy with the rice,  Im not a kid!"
500,500,Rice was half cooked.  I went for replacement and I still got the same half  cooked rice in the bowl.
501,501,Very convenient place in every way.Surely will come back again
502,502,"Great place to grab a quick bite of protein rich food...a healthier option compared to other junk food items and much better in taste..bowls, burritos, salads are amongst the options on offer to be customized.."
503,503,It has a nice atmosphere later in the evenings after 6.  But I was recently disturbed when I notice some of their employees smoking pot on the south east part of the building behind the Panda express restaurant in broad daylight.
504,504,"The night manager there on Friday July 9th was super sweet and kind.
Great service, clean and accessable."
505,505,This location was okay. The Employees seem like they didn't really wanna be there. But hey ppl should pick their Careers better...
506,506,bad service they change 3 severs to prepare my order
507,507,"Glad they were still open, staff's energy was still very upbeat and polite. Food was delish."
508,508,Really appreciate the workers here. They are always working so hard and yet treat me like fimily. The food is always fresh and ready
509,509,they inadvertently mix the beef with other meet. if you order veggie be ready to get meat.
510,510,Food prep area was a disaster
511,511,"Friendly staff, it's literally Chipotle idk what else you'd expect. Their new briskets option is pretty good though."
512,512,"Awesome staff, I go here 3x a week and it's always great."
513,513,Take advantage of online ordering during weekday lunch rush. Food is the same you will get at any Chipotle location but the staff is quick and friendly.
514,514,Freshest and most delicious chicken 1/2 barbacoa burrito I've had in a while from chiptole! This store rocks! Keep it up!
515,515,"They were rude, didn’t give enough ingredients and showed no care when putting my order together."
516,516,"Great food and they're very fast. People complain about the line, but they move through it very quickly. It is just a very popular location."
517,517,"Management are awful, rude, and harass their workers. Sad really"
518,518,Staff went above and beyond to cater our office lunch! Great management. Food was fantastic.
519,519,"Place is on point! They always have fresh food, they never run out of supplies, and there staff is friendly!"
520,520,I just ordered a burrito on Uber East from here at 4 pm whoever is in that kitchen seasoning this meat bless you it was the best flavorful burrito I’ve had from chipotle 😋😋 …
521,521,I like Chipotle! Only issue is that they put a lot of cold items in lukewarm meats and the whole burrito is then lukewarm.  A microwave to heat up the burrito would be great.
522,522,"The food is great, but the line moves very very slowly, even moreso than other locations in the city."
523,523,"Great portions, super fast, professional staff"
524,524,The burritos and tacos are their prominent servings. Decent for it's size. Tacos are really cheap for a quick snack..
525,525,Quick service. Good food. No issues.
526,526,Good service but if you're going for lunch here there's a lot better options that won't require you to stand in the line of finance bros.
527,527,"always the best, organic foods. Best Mexican food on the go around - had to write a review for the Chipolte guys! Fast, friendly, organic!"
528,528,Delicious food love their pork carnitas rice bowl or salad bowl.  Decent price.
529,529,They are fast!  Food was great.  Restroom was clean.
530,530,they made my burrito in under a minute these guys are mad impressive
531,531,"Much smaller portion sizes than every other chipotle I’ve been to. Consistently, every time"
532,532,Love me some.chipotle.  the ala carte tacos are my favorite as three is too much but two is just right.
533,533,"The food is always good, but the serving size varies order by order."
534,534,"Friendly staff, food was made quickly and correctly."
535,535,"Probably the most efficient chipotle in the world
Clears lines of 40+ people in lunch rushes in minutes …"
536,536,"Decent Chipotle location, quick lunch service despite long lines. Are reasonable with meat and guac portions."
537,537,"Ran out of chicken and rice at the same time, didnt start making it until it was pretty much out....waited 20 min when i was one of the only people there"
538,538,"The service, food and workers were all great. I recommend anyone go there."
539,539,As always at Chipotle: great food for an affordable price. This Chipotle was very clean and not crowded.
540,540,Its just low quality
541,541,"Burrito was not well made and fell apart, carnitas was straight up unseasoned"
542,542,It seems like Chipotle is going down hill. I just don't think the food is as high quality as it used to be.
543,543,Food is ok and can be better when compared to other chipotle restaurants
544,544,"It's a Chipotle...it's as good as Chipotle can be.  That being said, I had a great meal here."
545,545,Terrible customer service
546,546,"We came in with a group of 20 people and they served us all in less than ten minutes, you win chipotle"
547,547,"Food was good and portions were ample.  However, bathrooms were closed."
548,548,Always have a pleasant time here but avoid the noon rush of all the loop workers getting lunch.
549,549,No salsa was included just extra sour cream for app order.
550,550,"If you get a burrito bowl and two tortillas you get more food for the same price, 10/10 would recommend"
551,551,"First time eating there, i asked for a suggestion and was given a shrug, bought the food and later thru it out"
552,552,Quick and friendly service; clean and welcoming atmosphere.
553,553,"This team is kind, fast, and delivers great food!  My first choice for lunch."
554,554,It's good if u like oil free ad no spicy food
555,555,Pretty good location. They get slammed at lunch but the line moves fast.
556,556,Great Chipotle like always. Fast service even during lunch time.
557,557,"Chipotle is always good, but the staff are always in a rush and don't always listen to what you ask for."
558,558,"Nice place, though the bowl was a little smaller than usually in other Chipotle"
559,559,Felipe is the best! The team is trained extremely well and everyone is extremely knowledgeable.
560,560,Staff was absolutely incredible. Everyone was friendly and very welcoming !! «3
561,561,Convenient location near Chicago's Union Square.Good food at reasonable prices
562,562,The service here is great  and they have fantastic food
563,563,"This is the worst food I've ever received from Chipotle, eat here at your risk!"
564,564,"Long line, but the staff moves the line quickly!"
565,565,Best place to get quick lunch. Usually long lines.
566,566,customer service experience was amazing the young ladies did a Great Job
567,567,Great place to sit down and enjoy your food!
568,568,Not good for Indian taste...bland food
569,569,My favorite chipotle. They always give great portions of everything.
570,570,They are terrible I'm not sure who is running the place but they changed the chicken isn't season correct
571,571,The fastest most efficient Chipotle staff I've ever seen.
572,572,"I love it! The salad, the best. Decent prices."
573,573,Yummy and quick. Sofritas is a tastey non-meat option!
574,574,"Hot, fresh and fast food topped to order at fair prices."
575,575,Terrible customer service
576,576,Make sure you go little early for lunch as the queue gets long long and so long .. Very busy restaurant..
577,577,Good place but very long lines durring the weekday lunch rush
578,578,"A nice place to have lunch, convenient and good food."
579,579,Extremely fast service with a ton of foot traffic from nearby businesses.
580,580,They forgot my tortilla.. like how..
581,581,This place is a hit or miss .. depends on the ppl working
582,582,Staff was friendly and the food was fresh!
583,583,I like their guacamole and tacos. Quick and tasty lunch!
584,584,Chipolte.  Also it's one of a handful of restaurants still open in west gate until 9 pm
585,585,The cook. Nuff said
586,586,Best restaurant service I've ever received.
587,587,"Went in, got my food quickly, and left. Met my expectstions."
588,588,"This is so stupid and ridiculous, they ran out of rice... they said 15 minutes, 30 minutes ago. Unbelievable"
589,589,Simple. Fast. Cheap. Great
590,590,Chicken was cold and the rice was crunchy
591,591,Efficient and friendly staff. Food is good
592,592,My burrito bowl was saturated with juice from the beans and that was disappointing.
593,593,CHI-POT-LE - Nice food on the go which filled my tummy ........
594,594,Love the burritos! Cheap and healthy; I cant ask for more
595,595,They have changed their formula that disrupt my digestive system
596,596,Good burritos. Not my favourite but just fine.
597,597,"a normal chipotle location, good quality meat!"
598,598,Under construction and typically very busy during the week for lunch.
599,599,The food is fresh organic hot an delicious
600,600,Quick and tasty non authentic Mexican food.
601,601,Great place for food and great prices
602,602,My Favourite street food place while visiting USA
603,603,Staff was really nice
604,604,I love this rice bowl 👌👌👌 …
605,605,"Great service, Great food, fast service"
606,606,Best. Burritos. Ever.
607,607,All good. Clean nice personal
608,608,good dining area
609,609,"I have no memory of ever being here, but it's a Chipotle."
610,610,Chipotle is heaven. Always say yes to guac.
611,611,Very cheery and detail-oriented crew 😊 …
612,612,Yeah wonder for Balanced Mexican food
613,613,Delicious & quick. Always satisfying.
614,614,I love chipotle mexican grill
615,615,A better address would be monroe and clinton intersection
616,616,They hook it up
617,617,Quantities are a bit less compared to other locations.
618,618,"Staff was friendly, atmosphere was welcoming"
619,619,Diego great customer service A++
620,620,Love the burrito bowl
621,621,"Meat was cold, and restaurant was dirty"
622,622,Always the best for a burrito bowl
623,623,I was not impressed with the food in this place
624,624,It's chipotle. Huge lines at lunch.
625,625,Poor customer service ( specially OMEKA).
626,626,"Hey, it's Chipotle, of course it's 5 stars"
627,627,"Awesome staff, awesome chipotle"
628,628,Good food
629,629,Best value for money mexican
630,630,It's a Chipotle! Gets the job done.
631,631,Good outdoor seating
632,632,This is my friendly neighborhood Chipotle.
633,633,Great people great food
634,634,Very fast at lunch
635,635,My all time favorite
636,636,"It's a Chipotle. Nothing more, nothing less."
637,637,My fav. fast food restaurant
638,638,Very good
639,639,"Nice and fresh, affordable"
640,640,Very small portions !
641,641,It was nice and comfort.
642,642,Fast and clean location.
643,643,Employees are rude i wont be back
644,644,Located a block from union station.
645,645,can't get any better.
646,646,Great customer service
647,647,Mmmmmm...
648,648,Great food!
649,649,Free Chipotle #winning
650,650,They deal with a crowd well
651,651,It was pretty good.
652,652,Love it!
653,653,Young servers attitude.
654,654,Great!
655,655,Prices are a bit high
656,656,Sofritas are amazing!
657,657,Fast and friendly
658,658,helping nephew.
659,659,Awesome
660,660,Does what it says on the box
661,661,Omg...the best
662,662,Good
663,663,Nice
664,664,nice mexican food
665,665,Amazing staff
666,666,Plenty of food!
667,667,Fast service.
668,668,Chipotle is the place as well
669,669,Friendly staff.
670,670,Yum
671,671,Nasty food
672,672,Never went in
673,673,Very Very Very EXCELLENT
674,674,Nice place
675,675,Nice Chipotle
676,676,The Boom .com
677,677,Fast service
678,678,Good
679,679,Great food!!!!
680,680,Good
681,681,Good
682,682,"If you are looking for Tex Mex, it is excellent. They treated me very well and  …"
683,683,I really like their food. Quick and good.
684,684,I really like this place for a quick meal
685,685,"cold food and without the characteristic taste of chipotle, no wa …"
686,686,Very bland do not recomm …
687,687,The service was not good
688,688,Very large and very good burritos
689,689,"Excellent service, quality, delicious fo …"
690,690,"Bad service, I won't be  …"
691,691,siiiiiiice
