,0,1
231,"{'label': 'POSITIVE', 'score': 0.9698469638824463}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
232,"{'label': 'POSITIVE', 'score': 0.980949342250824}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
233,"{'label': 'POSITIVE', 'score': 0.9763104915618896}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
234,"{'label': 'POSITIVE', 'score': 0.9778453707695007}","{'label': 'POSITIVE', 'score': 0.7053977251052856}"
235,"{'label': 'NEGATIVE', 'score': 0.87724369764328}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
236,"{'label': 'POSITIVE', 'score': 0.9910317659378052}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
237,"{'label': 'POSITIVE', 'score': 0.96275794506073}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
238,"{'label': 'NEGATIVE', 'score': 0.7870783805847168}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
239,"{'label': 'POSITIVE', 'score': 0.7396743297576904}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
240,"{'label': 'POSITIVE', 'score': 0.9797654747962952}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
241,"{'label': 'POSITIVE', 'score': 0.9773960113525391}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
242,"{'label': 'NEGATIVE', 'score': 0.9827786087989807}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
243,"{'label': 'POSITIVE', 'score': 0.9122436046600342}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
244,"{'label': 'POSITIVE', 'score': 0.9819921255111694}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
245,"{'label': 'NEGATIVE', 'score': 0.6844003200531006}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
246,"{'label': 'POSITIVE', 'score': 0.9781731963157654}","{'label': 'NEGATIVE', 'score': 0.9838125705718994}"
247,"{'label': 'POSITIVE', 'score': 0.9862738251686096}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
248,"{'label': 'POSITIVE', 'score': 0.9833189249038696}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
249,"{'label': 'POSITIVE', 'score': 0.9818844199180603}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
250,"{'label': 'POSITIVE', 'score': 0.9766069054603577}","{'label': 'NEGATIVE', 'score': 0.9405338168144226}"
251,"{'label': 'POSITIVE', 'score': 0.9685976505279541}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
252,"{'label': 'POSITIVE', 'score': 0.9761276841163635}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
253,"{'label': 'POSITIVE', 'score': 0.9837108254432678}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
254,"{'label': 'POSITIVE', 'score': 0.9801616668701172}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
255,"{'label': 'POSITIVE', 'score': 0.9753511548042297}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
256,"{'label': 'POSITIVE', 'score': 0.9823237657546997}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
257,"{'label': 'POSITIVE', 'score': 0.9729228615760803}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
258,"{'label': 'NEGATIVE', 'score': 0.7992210984230042}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
259,"{'label': 'POSITIVE', 'score': 0.9777175188064575}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
260,"{'label': 'POSITIVE', 'score': 0.8739686608314514}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
261,"{'label': 'POSITIVE', 'score': 0.9821916222572327}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
262,"{'label': 'POSITIVE', 'score': 0.968468964099884}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
263,"{'label': 'NEGATIVE', 'score': 0.963336706161499}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
264,"{'label': 'POSITIVE', 'score': 0.9694273471832275}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
265,"{'label': 'POSITIVE', 'score': 0.9732495546340942}","{'label': 'NEGATIVE', 'score': 0.9838125705718994}"
266,"{'label': 'NEGATIVE', 'score': 0.9135540723800659}","{'label': 'NEGATIVE', 'score': 0.9838125705718994}"
267,"{'label': 'POSITIVE', 'score': 0.9841387867927551}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
268,"{'label': 'POSITIVE', 'score': 0.9406272768974304}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
269,"{'label': 'POSITIVE', 'score': 0.9915558099746704}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
270,"{'label': 'POSITIVE', 'score': 0.9831418991088867}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
271,"{'label': 'POSITIVE', 'score': 0.9855896830558777}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
272,"{'label': 'POSITIVE', 'score': 0.9794856309890747}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
273,"{'label': 'POSITIVE', 'score': 0.9816376566886902}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
274,"{'label': 'POSITIVE', 'score': 0.9827461242675781}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
275,"{'label': 'POSITIVE', 'score': 0.9754270315170288}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
276,"{'label': 'NEGATIVE', 'score': 0.9862896800041199}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
277,"{'label': 'POSITIVE', 'score': 0.9743757247924805}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
278,"{'label': 'NEGATIVE', 'score': 0.8924944400787354}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
279,"{'label': 'POSITIVE', 'score': 0.5514323115348816}","{'label': 'POSITIVE', 'score': 0.7053977251052856}"
280,"{'label': 'NEGATIVE', 'score': 0.9770811200141907}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
281,"{'label': 'NEGATIVE', 'score': 0.9893649816513062}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
282,"{'label': 'NEGATIVE', 'score': 0.9801403880119324}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
283,"{'label': 'NEGATIVE', 'score': 0.9831324219703674}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
284,"{'label': 'NEGATIVE', 'score': 0.9883370995521545}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
285,"{'label': 'POSITIVE', 'score': 0.9434401988983154}","{'label': 'NEGATIVE', 'score': 0.9405338168144226}"
286,"{'label': 'POSITIVE', 'score': 0.9607644081115723}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
287,"{'label': 'NEGATIVE', 'score': 0.9857479929924011}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
288,"{'label': 'POSITIVE', 'score': 0.9779868721961975}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
289,"{'label': 'POSITIVE', 'score': 0.9640166759490967}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
290,"{'label': 'NEGATIVE', 'score': 0.7877399325370789}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
291,"{'label': 'POSITIVE', 'score': 0.9815463423728943}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
292,"{'label': 'NEGATIVE', 'score': 0.9869912266731262}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
293,"{'label': 'NEGATIVE', 'score': 0.8712306618690491}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
294,"{'label': 'NEGATIVE', 'score': 0.9872894883155823}","{'label': 'POSITIVE', 'score': 0.7053977251052856}"
295,"{'label': 'POSITIVE', 'score': 0.5142381191253662}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
296,"{'label': 'POSITIVE', 'score': 0.8102050423622131}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
297,"{'label': 'POSITIVE', 'score': 0.977656900882721}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
298,"{'label': 'POSITIVE', 'score': 0.9495501518249512}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
299,"{'label': 'POSITIVE', 'score': 0.9839645624160767}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
300,"{'label': 'POSITIVE', 'score': 0.9785555601119995}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
301,"{'label': 'POSITIVE', 'score': 0.9685200452804565}","{'label': 'NEGATIVE', 'score': 0.9838125705718994}"
302,"{'label': 'POSITIVE', 'score': 0.9463226199150085}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
303,"{'label': 'POSITIVE', 'score': 0.9468665719032288}","{'label': 'NEGATIVE', 'score': 0.6055190563201904}"
304,"{'label': 'NEGATIVE', 'score': 0.7609867453575134}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
305,"{'label': 'NEGATIVE', 'score': 0.6310498714447021}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
306,"{'label': 'POSITIVE', 'score': 0.9852225184440613}","{'label': 'NEGATIVE', 'score': 0.9010286927223206}"
307,"{'label': 'POSITIVE', 'score': 0.7382263541221619}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
308,"{'label': 'POSITIVE', 'score': 0.9854879975318909}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
309,"{'label': 'NEGATIVE', 'score': 0.9590597748756409}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
310,"{'label': 'POSITIVE', 'score': 0.988463819026947}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
311,"{'label': 'POSITIVE', 'score': 0.9613346457481384}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
312,"{'label': 'POSITIVE', 'score': 0.9616319537162781}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
313,"{'label': 'POSITIVE', 'score': 0.9764818549156189}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
314,"{'label': 'POSITIVE', 'score': 0.941218376159668}","{'label': 'NEGATIVE', 'score': 0.6055190563201904}"
315,"{'label': 'POSITIVE', 'score': 0.985514760017395}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
316,"{'label': 'POSITIVE', 'score': 0.9859867691993713}","{'label': 'POSITIVE', 'score': 0.92964106798172}"
317,"{'label': 'POSITIVE', 'score': 0.7191933393478394}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
318,"{'label': 'NEGATIVE', 'score': 0.8634939789772034}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
319,"{'label': 'POSITIVE', 'score': 0.9706034064292908}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
320,"{'label': 'NEGATIVE', 'score': 0.944707453250885}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
321,"{'label': 'POSITIVE', 'score': 0.9726923704147339}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
322,"{'label': 'POSITIVE', 'score': 0.9687291383743286}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
323,"{'label': 'NEGATIVE', 'score': 0.600928783416748}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
324,"{'label': 'POSITIVE', 'score': 0.9817032217979431}","{'label': 'NEGATIVE', 'score': 0.9617418050765991}"
325,"{'label': 'POSITIVE', 'score': 0.9794767498970032}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
326,"{'label': 'POSITIVE', 'score': 0.9873530864715576}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
327,"{'label': 'POSITIVE', 'score': 0.985283613204956}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
328,"{'label': 'POSITIVE', 'score': 0.9857109189033508}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
329,"{'label': 'POSITIVE', 'score': 0.9908629655838013}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
330,"{'label': 'POSITIVE', 'score': 0.981971800327301}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
331,"{'label': 'POSITIVE', 'score': 0.9845982789993286}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
332,"{'label': 'POSITIVE', 'score': 0.988949179649353}","{'label': 'NEGATIVE', 'score': 0.9656301736831665}"
333,"{'label': 'POSITIVE', 'score': 0.9845245480537415}","{'label': 'NEGATIVE', 'score': 0.9495143294334412}"
334,"{'label': 'POSITIVE', 'score': 0.9888927340507507}","{'label': 'NEGATIVE', 'score': 0.9495143294334412}"
335,"{'label': 'POSITIVE', 'score': 0.9913607239723206}","{'label': 'NEGATIVE', 'score': 0.9495143294334412}"
336,"{'label': 'POSITIVE', 'score': 0.9910761117935181}","{'label': 'NEGATIVE', 'score': 0.9010286927223206}"
337,"{'label': 'POSITIVE', 'score': 0.9889679551124573}","{'label': 'NEGATIVE', 'score': 0.9495143294334412}"
338,"{'label': 'POSITIVE', 'score': 0.9814527034759521}","{'label': 'NEGATIVE', 'score': 0.9495143294334412}"
339,"{'label': 'POSITIVE', 'score': 0.9827053546905518}","{'label': 'NEGATIVE', 'score': 0.9010286927223206}"
340,"{'label': 'POSITIVE', 'score': 0.9047396183013916}","{'label': 'NEGATIVE', 'score': 0.9010286927223206}"
341,"{'label': 'POSITIVE', 'score': 0.9561924934387207}","{'label': 'NEGATIVE', 'score': 0.9378766417503357}"
342,"{'label': 'NEGATIVE', 'score': 0.9308926463127136}","{'label': 'NEGATIVE', 'score': 0.9405338168144226}"
343,"{'label': 'POSITIVE', 'score': 0.9779630303382874}","{'label': 'NEGATIVE', 'score': 0.9405338168144226}"
344,"{'label': 'POSITIVE', 'score': 0.9917967319488525}","{'label': 'NEGATIVE', 'score': 0.9405338168144226}"
345,"{'label': 'POSITIVE', 'score': 0.9921876192092896}","{'label': 'NEGATIVE', 'score': 0.7481728196144104}"
346,"{'label': 'POSITIVE', 'score': 0.9879598617553711}","{'label': 'NEGATIVE', 'score': 0.6055190563201904}"
347,"{'label': 'POSITIVE', 'score': 0.9685811400413513}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
348,"{'label': 'NEGATIVE', 'score': 0.9103701114654541}","{'label': 'POSITIVE', 'score': 0.6210360527038574}"
349,"{'label': 'POSITIVE', 'score': 0.9775027632713318}","{'label': 'NEGATIVE', 'score': 0.6055190563201904}"
350,"{'label': 'POSITIVE', 'score': 0.9821558594703674}","{'label': 'NEGATIVE', 'score': 0.6055190563201904}"
351,"{'label': 'POSITIVE', 'score': 0.965946614742279}","{'label': 'POSITIVE', 'score': 0.92964106798172}"
352,"{'label': 'POSITIVE', 'score': 0.9761872887611389}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
353,"{'label': 'NEGATIVE', 'score': 0.9876651167869568}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
354,"{'label': 'POSITIVE', 'score': 0.9821515083312988}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
355,"{'label': 'POSITIVE', 'score': 0.9263982772827148}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
356,"{'label': 'NEGATIVE', 'score': 0.9589136242866516}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
357,"{'label': 'POSITIVE', 'score': 0.9792433381080627}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
358,"{'label': 'POSITIVE', 'score': 0.9464808702468872}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
359,"{'label': 'POSITIVE', 'score': 0.9819058179855347}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
360,"{'label': 'NEGATIVE', 'score': 0.7886677980422974}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
361,"{'label': 'POSITIVE', 'score': 0.9835826754570007}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
362,"{'label': 'POSITIVE', 'score': 0.9896392822265625}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
363,"{'label': 'POSITIVE', 'score': 0.6848956346511841}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
364,"{'label': 'POSITIVE', 'score': 0.9907737374305725}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
365,"{'label': 'POSITIVE', 'score': 0.994763970375061}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
366,"{'label': 'POSITIVE', 'score': 0.9897876977920532}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
367,"{'label': 'POSITIVE', 'score': 0.9841012358665466}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
368,"{'label': 'NEGATIVE', 'score': 0.8750390410423279}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
369,"{'label': 'POSITIVE', 'score': 0.981855571269989}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
370,"{'label': 'POSITIVE', 'score': 0.9262682199478149}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
371,"{'label': 'POSITIVE', 'score': 0.9851609468460083}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
372,"{'label': 'POSITIVE', 'score': 0.9872790575027466}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
373,"{'label': 'POSITIVE', 'score': 0.9801912307739258}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
374,"{'label': 'POSITIVE', 'score': 0.9868255257606506}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
375,"{'label': 'POSITIVE', 'score': 0.9825145602226257}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
376,"{'label': 'POSITIVE', 'score': 0.9859091639518738}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
377,"{'label': 'POSITIVE', 'score': 0.9687415361404419}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
378,"{'label': 'POSITIVE', 'score': 0.9860446453094482}","{'label': 'NEGATIVE', 'score': 0.9010286927223206}"
379,"{'label': 'POSITIVE', 'score': 0.9866413474082947}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
380,"{'label': 'POSITIVE', 'score': 0.9824786186218262}","{'label': 'POSITIVE', 'score': 0.92964106798172}"
381,"{'label': 'NEGATIVE', 'score': 0.9594541192054749}","{'label': 'NEGATIVE', 'score': 0.9010286927223206}"
382,"{'label': 'POSITIVE', 'score': 0.9865046143531799}","{'label': 'NEGATIVE', 'score': 0.9838125705718994}"
383,"{'label': 'POSITIVE', 'score': 0.9567283987998962}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
384,"{'label': 'POSITIVE', 'score': 0.9821719527244568}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
385,"{'label': 'NEGATIVE', 'score': 0.9270793795585632}","{'label': 'NEGATIVE', 'score': 0.9405338168144226}"
386,"{'label': 'NEGATIVE', 'score': 0.9662105441093445}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
387,"{'label': 'POSITIVE', 'score': 0.9826359748840332}","{'label': 'NEGATIVE', 'score': 0.9656301736831665}"
388,"{'label': 'NEGATIVE', 'score': 0.9888400435447693}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
389,"{'label': 'POSITIVE', 'score': 0.962838351726532}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
390,"{'label': 'POSITIVE', 'score': 0.966467559337616}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
391,"{'label': 'NEGATIVE', 'score': 0.9380397200584412}","{'label': 'POSITIVE', 'score': 0.92964106798172}"
392,"{'label': 'POSITIVE', 'score': 0.9840129613876343}","{'label': 'NEGATIVE', 'score': 0.9656301736831665}"
393,"{'label': 'NEGATIVE', 'score': 0.9820895195007324}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
394,"{'label': 'NEGATIVE', 'score': 0.8272855877876282}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
395,"{'label': 'NEGATIVE', 'score': 0.5987958908081055}","{'label': 'POSITIVE', 'score': 0.9636545181274414}"
396,"{'label': 'NEGATIVE', 'score': 0.9727185368537903}","{'label': 'NEGATIVE', 'score': 0.6055190563201904}"
397,"{'label': 'NEGATIVE', 'score': 0.9761921763420105}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
398,"{'label': 'NEGATIVE', 'score': 0.9470753073692322}","{'label': 'POSITIVE', 'score': 0.9702163338661194}"
399,"{'label': 'POSITIVE', 'score': 0.6573120951652527}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
400,"{'label': 'POSITIVE', 'score': 0.9616380333900452}","{'label': 'POSITIVE', 'score': 0.950011670589447}"
401,"{'label': 'POSITIVE', 'score': 0.9748572707176208}","{'label': 'NEGATIVE', 'score': 0.9995020627975464}"
402,"{'label': 'POSITIVE', 'score': 0.9765127897262573}","{'label': 'NEGATIVE', 'score': 0.9994537234306335}"
403,"{'label': 'POSITIVE', 'score': 0.9713037014007568}","{'label': 'NEGATIVE', 'score': 0.9995077848434448}"
404,"{'label': 'NEGATIVE', 'score': 0.9985659718513489}","{'label': 'NEGATIVE', 'score': 0.9995007514953613}"
405,"{'label': 'NEGATIVE', 'score': 0.8984325528144836}","{'label': 'NEGATIVE', 'score': 0.9995089769363403}"
406,"{'label': 'NEGATIVE', 'score': 0.979607343673706}","{'label': 'NEGATIVE', 'score': 0.9995025396347046}"
407,"{'label': 'POSITIVE', 'score': 0.8809576034545898}","{'label': 'NEGATIVE', 'score': 0.9995092153549194}"
408,"{'label': 'NEGATIVE', 'score': 0.9820423722267151}","{'label': 'NEGATIVE', 'score': 0.9995085000991821}"
409,"{'label': 'NEGATIVE', 'score': 0.906386137008667}","{'label': 'POSITIVE', 'score': 0.9989124536514282}"
410,"{'label': 'NEGATIVE', 'score': 0.9883344173431396}","{'label': 'NEGATIVE', 'score': 0.9995046854019165}"
411,"{'label': 'NEGATIVE', 'score': 0.9744309186935425}","{'label': 'NEGATIVE', 'score': 0.9994980096817017}"
412,"{'label': 'POSITIVE', 'score': 0.9779253005981445}","{'label': 'NEGATIVE', 'score': 0.9995013475418091}"
413,"{'label': 'POSITIVE', 'score': 0.9746893048286438}","{'label': 'NEGATIVE', 'score': 0.999505877494812}"
414,"{'label': 'POSITIVE', 'score': 0.9909042716026306}","{'label': 'NEGATIVE', 'score': 0.9995057582855225}"
415,"{'label': 'NEGATIVE', 'score': 0.5339592099189758}","{'label': 'NEGATIVE', 'score': 0.9994996786117554}"
416,"{'label': 'NEGATIVE', 'score': 0.974481999874115}","{'label': 'NEGATIVE', 'score': 0.9995099306106567}"
417,"{'label': 'NEGATIVE', 'score': 0.9445720911026001}","{'label': 'NEGATIVE', 'score': 0.9994971752166748}"
418,"{'label': 'NEGATIVE', 'score': 0.9820844531059265}","{'label': 'NEGATIVE', 'score': 0.9995065927505493}"
419,"{'label': 'NEGATIVE', 'score': 0.9790793657302856}","{'label': 'NEGATIVE', 'score': 0.9995146989822388}"
420,"{'label': 'NEGATIVE', 'score': 0.9850216507911682}","{'label': 'POSITIVE', 'score': 0.9988677501678467}"
421,"{'label': 'POSITIVE', 'score': 0.9230855107307434}","{'label': 'NEGATIVE', 'score': 0.9995125532150269}"
422,"{'label': 'POSITIVE', 'score': 0.8837777376174927}","{'label': 'NEGATIVE', 'score': 0.9995087385177612}"
423,"{'label': 'POSITIVE', 'score': 0.5428191423416138}","{'label': 'NEGATIVE', 'score': 0.9995030164718628}"
424,"{'label': 'POSITIVE', 'score': 0.9798741936683655}","{'label': 'NEGATIVE', 'score': 0.999505877494812}"
425,"{'label': 'NEGATIVE', 'score': 0.7527860403060913}","{'label': 'NEGATIVE', 'score': 0.9995038509368896}"
426,"{'label': 'POSITIVE', 'score': 0.9712576866149902}","{'label': 'NEGATIVE', 'score': 0.9995063543319702}"
427,"{'label': 'POSITIVE', 'score': 0.9466591477394104}","{'label': 'NEGATIVE', 'score': 0.9994988441467285}"
428,"{'label': 'NEGATIVE', 'score': 0.9826385974884033}","{'label': 'NEGATIVE', 'score': 0.9995079040527344}"
429,"{'label': 'NEGATIVE', 'score': 0.8988391757011414}","{'label': 'NEGATIVE', 'score': 0.999503493309021}"
430,"{'label': 'POSITIVE', 'score': 0.903152346611023}","{'label': 'POSITIVE', 'score': 0.9961745738983154}"
431,"{'label': 'POSITIVE', 'score': 0.913180947303772}","{'label': 'NEGATIVE', 'score': 0.9995098114013672}"
432,"{'label': 'POSITIVE', 'score': 0.9889498353004456}","{'label': 'POSITIVE', 'score': 0.9989193677902222}"
433,"{'label': 'POSITIVE', 'score': 0.9491212368011475}","{'label': 'POSITIVE', 'score': 0.9988934397697449}"
434,"{'label': 'NEGATIVE', 'score': 0.9894077777862549}","{'label': 'NEGATIVE', 'score': 0.9995013475418091}"
435,"{'label': 'NEGATIVE', 'score': 0.9879716038703918}","{'label': 'NEGATIVE', 'score': 0.999506950378418}"
436,"{'label': 'NEGATIVE', 'score': 0.9452680349349976}","{'label': 'NEGATIVE', 'score': 0.9995115995407104}"
437,"{'label': 'NEGATIVE', 'score': 0.988346517086029}","{'label': 'NEGATIVE', 'score': 0.9995061159133911}"
438,"{'label': 'NEGATIVE', 'score': 0.9904400110244751}","{'label': 'POSITIVE', 'score': 0.9989074468612671}"
439,"{'label': 'POSITIVE', 'score': 0.9070963859558105}","{'label': 'POSITIVE', 'score': 0.998914361000061}"
440,"{'label': 'NEGATIVE', 'score': 0.9767722487449646}","{'label': 'NEGATIVE', 'score': 0.9995027780532837}"
441,"{'label': 'NEGATIVE', 'score': 0.9814729690551758}","{'label': 'NEGATIVE', 'score': 0.9995107650756836}"
442,"{'label': 'NEGATIVE', 'score': 0.7939783930778503}","{'label': 'POSITIVE', 'score': 0.9988052845001221}"
443,"{'label': 'NEGATIVE', 'score': 0.9783433079719543}","{'label': 'NEGATIVE', 'score': 0.9995102882385254}"
444,"{'label': 'POSITIVE', 'score': 0.9851367473602295}","{'label': 'POSITIVE', 'score': 0.99885094165802}"
445,"{'label': 'NEGATIVE', 'score': 0.9889633655548096}","{'label': 'NEGATIVE', 'score': 0.9994582533836365}"
446,"{'label': 'POSITIVE', 'score': 0.991637647151947}","{'label': 'POSITIVE', 'score': 0.9989380240440369}"
447,"{'label': 'NEGATIVE', 'score': 0.9675396084785461}","{'label': 'POSITIVE', 'score': 0.9985690116882324}"
448,"{'label': 'POSITIVE', 'score': 0.9728646278381348}","{'label': 'POSITIVE', 'score': 0.9989326596260071}"
449,"{'label': 'POSITIVE', 'score': 0.9855140447616577}","{'label': 'NEGATIVE', 'score': 0.9995076656341553}"
450,"{'label': 'POSITIVE', 'score': 0.9833475947380066}","{'label': 'POSITIVE', 'score': 0.998931348323822}"
451,"{'label': 'POSITIVE', 'score': 0.9789286255836487}","{'label': 'NEGATIVE', 'score': 0.9995050430297852}"
452,"{'label': 'POSITIVE', 'score': 0.9596996307373047}","{'label': 'NEGATIVE', 'score': 0.9994916915893555}"
453,"{'label': 'POSITIVE', 'score': 0.9836061000823975}","{'label': 'NEGATIVE', 'score': 0.9995101690292358}"
454,"{'label': 'POSITIVE', 'score': 0.9870734214782715}","{'label': 'POSITIVE', 'score': 0.9989308714866638}"
455,"{'label': 'NEGATIVE', 'score': 0.7641012668609619}","{'label': 'POSITIVE', 'score': 0.998848557472229}"
456,"{'label': 'NEGATIVE', 'score': 0.9767239093780518}","{'label': 'POSITIVE', 'score': 0.9988536834716797}"
457,"{'label': 'POSITIVE', 'score': 0.986199140548706}","{'label': 'NEGATIVE', 'score': 0.9995110034942627}"
458,"{'label': 'POSITIVE', 'score': 0.9811751246452332}","{'label': 'NEGATIVE', 'score': 0.9994958639144897}"
459,"{'label': 'NEGATIVE', 'score': 0.5794072151184082}","{'label': 'NEGATIVE', 'score': 0.9995012283325195}"
460,"{'label': 'POSITIVE', 'score': 0.9796215295791626}","{'label': 'NEGATIVE', 'score': 0.9994962215423584}"
461,"{'label': 'POSITIVE', 'score': 0.9846518039703369}","{'label': 'POSITIVE', 'score': 0.9989333748817444}"
462,"{'label': 'POSITIVE', 'score': 0.9827531576156616}","{'label': 'POSITIVE', 'score': 0.9989234805107117}"
